Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status
YELL-3982,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Ephemerella lacustris,,In Review,Present,Unknown,Unknown,,
YELL-3983,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Serratella tibialis,,In Review,Present,Unknown,Unknown,,
YELL-3984,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Timpanoga hecuba,,In Review,Present,Unknown,Unknown,,
YELL-3985,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Cinygma,,In Review,Present,Unknown,Unknown,,
YELL-3986,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Cinygmula,,In Review,Present,Unknown,Unknown,,
YELL-3987,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Cinygmula kootenai,,In Review,Present,Unknown,Unknown,,
YELL-3988,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Cinygmula ramaleyi,,In Review,Present,Unknown,Unknown,,
YELL-3989,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Cinygmula reticulata,,In Review,Present,Unknown,Unknown,,
YELL-3990,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Cinygmula tarda,,In Review,Present,Unknown,Unknown,,
YELL-3991,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Epeorus,,In Review,Present,Unknown,Unknown,,
YELL-3992,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Epeorus albertae,,In Review,Present,Unknown,Unknown,,
YELL-3993,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Epeorus deceptivus,,In Review,Present,Unknown,Unknown,,
YELL-3994,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Epeorus grandis,,In Review,Present,Unknown,Unknown,,
YELL-3995,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Epeorus longimanus,,In Review,Present,Unknown,Unknown,,
YELL-3996,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Heptagenia elegantula,,In Review,Present,Unknown,Unknown,,
YELL-3997,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Heptagenia simplicicoides,,In Review,Present,Unknown,Unknown,,
YELL-3998,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Nix criddeli,,In Review,Present,Unknown,Unknown,,
YELL-3999,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Rhithrogena,,In Review,Present,Unknown,Unknown,,
YELL-4000,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Rhithrogena futilis,,In Review,Present,Unknown,Unknown,,
YELL-4001,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Rhithrogena hageni,,In Review,Present,,,,
YELL-4002,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Rhithrogena morrisoni,,In Review,Present,Unknown,Unknown,,
YELL-4003,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Rhithrogena robusta,,In Review,Present,Unknown,Unknown,,
YELL-4004,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Rhithrogena undulata,,In Review,Present,Unknown,Unknown,,
YELL-4005,Yellowstone National Park,Insect,Ephemeroptera,Leptohyphidae,Tricorythodes minutus,,In Review,Present,Unknown,Unknown,,
YELL-4006,Yellowstone National Park,Insect,Ephemeroptera,Leptophlebiidae,Leptophlebia gravestella,,In Review,Present,Unknown,Unknown,,
YELL-4007,Yellowstone National Park,Insect,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,In Review,Present,Unknown,Unknown,,
YELL-4008,Yellowstone National Park,Insect,Ephemeroptera,Leptophlebiidae,Paraleptophlebia debilis,,In Review,Present,Unknown,Unknown,,
YELL-4009,Yellowstone National Park,Insect,Ephemeroptera,Leptophlebiidae,Paraleptophlebia heteronea,,In Review,Present,Unknown,Unknown,,
YELL-4010,Yellowstone National Park,Insect,Ephemeroptera,Leptophlebiidae,Paraleptophlebia memorialis,,In Review,Present,Unknown,Unknown,,
YELL-4011,Yellowstone National Park,Insect,Ephemeroptera,Siphlonuridae,Siphlonurus autumnalis,,In Review,Present,Unknown,Unknown,,
YELL-4012,Yellowstone National Park,Insect,Ephemeroptera,Siphlonuridae,Siphlonurus occidentalis,,In Review,Present,,,,
YELL-4013,Yellowstone National Park,Insect,Hemiptera,Corixidae,Callicorixa alaskensis,,In Review,Present,Unknown,Unknown,,
YELL-4014,Yellowstone National Park,Insect,Hemiptera,Corixidae,Callicorixa audeni,,In Review,Present,,,,
YELL-4015,Yellowstone National Park,Insect,Hemiptera,Corixidae,Cenocorixa bifida,,In Review,Present,,,,
YELL-4016,Yellowstone National Park,Insect,Hemiptera,Corixidae,Cenocorixa hungerfordi,,In Review,Present,Unknown,Unknown,,
YELL-4017,Yellowstone National Park,Insect,Hemiptera,Corixidae,Cenocorixa kuiterti,,In Review,Present,Unknown,Unknown,,
YELL-4018,Yellowstone National Park,Insect,Hemiptera,Corixidae,Cenocorixa utahensis,,In Review,Present,Unknown,Unknown,,
YELL-4019,Yellowstone National Park,Insect,Hemiptera,Corixidae,Corisella decolor,,In Review,Present,Unknown,Unknown,,
YELL-4020,Yellowstone National Park,Insect,Hemiptera,Corixidae,Hesperocorixa laevigata,,In Review,Present,Unknown,Unknown,,
YELL-4021,Yellowstone National Park,Insect,Hemiptera,Corixidae,Hesperocorixa vulgaris,,In Review,Present,Unknown,Unknown,,
YELL-4022,Yellowstone National Park,Insect,Hemiptera,Corixidae,Sigara alternata,,In Review,Present,Unknown,Unknown,,
YELL-4023,Yellowstone National Park,Insect,Hemiptera,Corixidae,Sigara mulletensis,,In Review,Present,Unknown,Unknown,,
YELL-4024,Yellowstone National Park,Insect,Hemiptera,Corixidae,Sigara omani,,In Review,Present,Unknown,Unknown,,
YELL-4025,Yellowstone National Park,Insect,Hemiptera,Corixidae,Sigara washingtonensis,,In Review,Present,Unknown,Unknown,,
YELL-4026,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris buenoi,,In Review,Present,Unknown,Unknown,,
YELL-4027,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris comatus,,In Review,Present,Unknown,Unknown,,
YELL-4028,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris gilletti,,In Review,Present,Unknown,Unknown,,
YELL-4029,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris incognitus,,In Review,Present,Unknown,Unknown,,
YELL-4030,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris insperatus,,In Review,Present,Unknown,Unknown,,
YELL-4031,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris notabilis,,In Review,Present,Unknown,Unknown,,
YELL-4032,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris pingreensis,,In Review,Present,,,,
YELL-4033,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris pingreesis,,In Review,Present,Unknown,Unknown,,
YELL-4034,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris remigis,,In Review,Present,,,,
YELL-4035,Yellowstone National Park,Insect,Hemiptera,Gerridae,Limnogonus,,In Review,Present,Unknown,Unknown,,
YELL-4036,Yellowstone National Park,Insect,Hemiptera,Mesoveliidae,Mesovelia,,In Review,Present,Unknown,Unknown,,
YELL-4037,Yellowstone National Park,Insect,Hemiptera,Miridae,Lygus pratensis,,In Review,Present,,,,
YELL-4038,Yellowstone National Park,Insect,Hemiptera,Naucoridae,Ambrysus,,In Review,Present,Unknown,Unknown,,
YELL-4039,Yellowstone National Park,Insect,Hemiptera,Naucoridae,Ambrysus heidermanni,,In Review,Present,Unknown,Unknown,,
YELL-4040,Yellowstone National Park,Insect,Hemiptera,Notonectidae,Buenoa,,In Review,Present,Unknown,Unknown,,
YELL-4041,Yellowstone National Park,Insect,Hemiptera,Notonectidae,Notonecta borealis,,In Review,Present,Unknown,Unknown,,
YELL-4042,Yellowstone National Park,Insect,Hemiptera,Notonectidae,Notonecta kirbyi,,In Review,Present,,,,
YELL-4043,Yellowstone National Park,Insect,Hemiptera,Notonectidae,Notonecta spinosa,,In Review,Present,Unknown,Unknown,,
YELL-4044,Yellowstone National Park,Insect,Hemiptera,Notonectidae,Notonecta undulata,,In Review,Present,Unknown,Unknown,,
YELL-4045,Yellowstone National Park,Insect,Hemiptera,Notonectidae,Notonecta unifasciata-angulata,,In Review,Present,Unknown,Unknown,,
YELL-4046,Yellowstone National Park,Insect,Hemiptera,Rhyparochromidae,Ligyrocoris sylvestris,,In Review,Present,,,,
YELL-4047,Yellowstone National Park,Insect,Hemiptera,Saldidae,Saldula comatula,,In Review,Present,Unknown,Unknown,,
YELL-4048,Yellowstone National Park,Insect,Hemiptera,Saldidae,Saldula explanta,,In Review,Present,Unknown,Unknown,,
YELL-4049,Yellowstone National Park,Insect,Hemiptera,Saldidae,Saldula nigrita,,In Review,Present,Unknown,Unknown,,
YELL-4050,Yellowstone National Park,Insect,Hemiptera,Saldidae,Saldula pallipes,,In Review,Present,Unknown,Unknown,,
YELL-4051,Yellowstone National Park,Insect,Hemiptera,Veliidae,Microvelia,,In Review,Present,Unknown,Unknown,,
YELL-4052,Yellowstone National Park,Insect,Hemiptera,Veliidae,Rhagovelia distincta,,In Review,Present,Unknown,Unknown,,
YELL-4053,Yellowstone National Park,Insect,Hymenoptera,Braconidae,Apanteles,,In Review,Present,,,,
YELL-4054,Yellowstone National Park,Insect,Hymenoptera,Braconidae,Cotesia,,In Review,Present,,,,
YELL-4055,Yellowstone National Park,Insect,Hymenoptera,Braconidae,Glyptapanteles,,In Review,Present,,,,
YELL-4056,Yellowstone National Park,Insect,Hymenoptera,Chrysididae,Chrysis nitidula,,In Review,Present,,,,
YELL-4057,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Acanthomyops coloradensis,,In Review,Not Confirmed,,,,
YELL-4058,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Acanthomyops interjectus,Larger Yellow Ant,In Review,Not Confirmed,,,,
YELL-4059,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Acanthomyops latipes,,In Review,Not Confirmed,,,,
YELL-4060,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Acanthomyops occidentalis,,In Review,Not Confirmed,,,,
YELL-4061,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Aphaenogaster subterranea,,In Review,Not Confirmed,,,,
YELL-4062,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Camponotus herculeanus,,In Review,Present,,,,
YELL-4063,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Camponotus laevigatus,,In Review,Not Confirmed,,,,
YELL-4064,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Camponotus modoc,,In Review,Not Confirmed,,,,
YELL-4065,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Camponotus noveboracensis,,In Review,Not Confirmed,,,,
YELL-4066,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Camponotus vicinus,,In Review,Not Confirmed,,,,
YELL-4067,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Crematogaster mormonum,,In Review,Not Confirmed,,,,
YELL-4068,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica altipetnes,,In Review,Present,,,,
YELL-4069,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica argentea,,In Review,Not Confirmed,,,,
YELL-4070,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica coloradensis,,In Review,Not Confirmed,,,,
YELL-4071,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica dakotensis,,In Review,Not Confirmed,,,,
YELL-4072,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica fusca,Silky Ant,In Review,Present,,,,
YELL-4073,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica haemorrhoidalis,,In Review,Not Confirmed,,,,
YELL-4074,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica hewitti,,In Review,Present,,,,
YELL-4075,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica lasioides,,In Review,Present,,,,
YELL-4076,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica microgyna,,In Review,Not Confirmed,,,,
YELL-4077,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica montana,,In Review,Not Confirmed,,,,
YELL-4078,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica neoclara,,In Review,Not Confirmed,,,,
YELL-4079,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica neogagates,,In Review,Present,,,,
YELL-4080,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica neorufibarbis,,In Review,Present,,,,
YELL-4081,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica obscuripes,Western Thatching Ant,In Review,Not Confirmed,,,,
YELL-4082,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica obscuriventris,,In Review,Not Confirmed,,,,
YELL-4083,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica obtusopilosa,,In Review,Not Confirmed,,,,
YELL-4084,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica occulta,,In Review,Present,,,,
YELL-4085,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica opaciventris,,In Review,Present,,,,
YELL-4086,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica oreas,,In Review,Present,,,,
YELL-4087,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica planipilis,,In Review,Present,,,,
YELL-4088,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica puberula,,In Review,Not Confirmed,,,,
YELL-4089,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica querquetulana,,In Review,Not Confirmed,,,,
YELL-4090,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica subnuda,,In Review,Present,,,,
YELL-4091,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica subsericea,,In Review,Present,,,,
YELL-4092,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica wheeleri,,In Review,Not Confirmed,,,,
YELL-4093,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius alienus,Cornfield Ant,In Review,Present,,,,
YELL-4094,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius crypticus,,In Review,Not Confirmed,,,,
YELL-4095,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius fallax,,In Review,Present,,,,
YELL-4096,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius flavus,,In Review,Not Confirmed,,,,
YELL-4097,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius neoniger,,In Review,Not Confirmed,,,,
YELL-4098,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius subumbratus,,In Review,Not Confirmed,,,,
YELL-4099,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius umbratus,,In Review,Not Confirmed,,,,
YELL-4100,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Leptothorax ceassipilis,,In Review,Not Confirmed,,,,
YELL-4101,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Leptothorax muscorum,,In Review,Present,,,,
YELL-4102,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Leptothorax nevadensis,,In Review,Not Confirmed,,,,
YELL-4103,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Leptothorax rugatulus,,In Review,Not Confirmed,,,,
YELL-4104,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Manica hunteri,,In Review,Present,,,,
YELL-4105,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Manica mutica,,In Review,Present,,,,
YELL-4106,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Monomorium minimum,Little Black Ant,In Review,Not Confirmed,,,,
YELL-4107,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica americana,,In Review,Not Confirmed,,,,
YELL-4108,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica brevinodis,,In Review,Present,,,,
YELL-4109,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica brevispinosa,,In Review,Present,,,,
YELL-4110,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica emeryana,,In Review,Not Confirmed,,,,
YELL-4111,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica fracticornis,,In Review,Present,,,,
YELL-4112,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica lobifrons,,In Review,Not Confirmed,,,,
YELL-4113,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica monticola,,In Review,Not Confirmed,,,,
YELL-4114,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Pheidole bicarinata,,In Review,Not Confirmed,,,,
YELL-4115,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Pheidole pilifera,,In Review,Not Confirmed,,,,
YELL-4116,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Pogonomyrmex owyheei,,In Review,Not Confirmed,,,,
YELL-4117,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Polyergus breviceps,,In Review,Present,,,,
YELL-4118,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Solenopsis molesta,Thief Ant,In Review,Not Confirmed,,,,
YELL-4119,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Stenamma diecki,,In Review,Not Confirmed,,,,
YELL-4120,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Tapinoma sessile,Odorous House Ant,In Review,Present,,,,
YELL-4121,Yellowstone National Park,Insect,Lepidoptera,Crambidae,Petrophila,,In Review,Present,Unknown,Unknown,,
YELL-4122,Yellowstone National Park,Insect,Lepidoptera,Crambidae,Petrophila confusalis,,In Review,Present,Unknown,Unknown,,
YELL-4123,Yellowstone National Park,Insect,Lepidoptera,Erebidae,Arctia caja,Great Tiger Moth,In Review,Present,,,,
YELL-4124,Yellowstone National Park,Insect,Lepidoptera,Geometridae,Caripeta piniata,Northern Pine Looper,In Review,Present,,,,
YELL-4125,Yellowstone National Park,Insect,Lepidoptera,Geometridae,Xanthorhoe munitata,Red Carpet,In Review,Present,,,,
YELL-4126,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Amblyscirtes vialis,,In Review,Present,Native,Unknown,Resident,
YELL-4127,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Carterocephalus palaemon mandan,Arctic Skipper,Approved,Present,Unknown,Unknown,,
YELL-4128,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Erynnis afranius,Afranius Duskywing,Approved,Present,Unknown,Unknown,,
YELL-4129,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Erynnis icelus,Dreamy Duskywing,Approved,Present,Unknown,Unknown,,
YELL-4130,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Erynnis juvenalis,Juvenal's Duskywing,In Review,Present,Unknown,Unknown,,
YELL-4131,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Erynnis pacuvius lilius,,In Review,Present,Unknown,Unknown,,
YELL-4132,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Erynnis persius,Persius Duskywing,Approved,Present,Unknown,Unknown,,
YELL-4133,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Erynnis persius fredericki,,In Review,Present,Unknown,Unknown,,
YELL-4134,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia comma,Common Branded Skipper,Approved,Present,Unknown,Unknown,,
YELL-4135,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia comma harpalus,,In Review,Present,Unknown,Unknown,,
YELL-4136,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia comma manitoba,,In Review,Present,Unknown,Unknown,,
YELL-4137,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia juba,Juba Skipper,Approved,Present,Unknown,Unknown,,
YELL-4138,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia leonardus pawnee,,In Review,Present,Unknown,Unknown,,
YELL-4139,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia nevada,Nevada Skipper,Approved,Present,Unknown,Unknown,,
YELL-4140,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia pahaska pahaska,,In Review,Present,Unknown,Unknown,,
YELL-4141,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia uncas,,In Review,Present,,,,
YELL-4142,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia uncas uncas,,In Review,Present,Unknown,Unknown,,
YELL-4143,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperopsis libya lena,,In Review,Present,Unknown,Unknown,,
YELL-4144,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Oarisma qarita crarita,Garita Skipperling,Approved,Present,Unknown,Unknown,,
YELL-4145,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Ochlodes loqan loqan,,In Review,Present,Unknown,Unknown,,
YELL-4146,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Ochlodes sylanoides,,In Review,Present,Unknown,Unknown,,
YELL-4147,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Ochlodes sylvanoides,Woodland Skipper,Approved,Present,Unknown,Unknown,,
YELL-4148,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Ochlodes sylvanoides napa,,In Review,Present,Unknown,Unknown,,
YELL-4149,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Pholisora catullus,Common Sootywing,Approved,Present,Unknown,Unknown,,
YELL-4150,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites draco,Draco Skipper,Approved,Present,Unknown,Unknown,,
YELL-4151,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites mystic,Long Dash Skipper,Approved,Present,Unknown,Unknown,,
YELL-4152,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites oriqenes,,In Review,Present,Unknown,Unknown,,
YELL-4153,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites oriqenes rhena,,In Review,Present,Unknown,Unknown,,
YELL-4154,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites peckius,Peck's Skipper,Approved,Present,Unknown,Unknown,,
YELL-4155,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites sabuleti sabuleti,,In Review,Present,Unknown,Unknown,,
YELL-4156,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites sonora utahensis,Sonora Skipper,Approved,Present,Unknown,Unknown,,
YELL-4157,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites themistocles,Tawny-Edged Skipper,In Review,Present,Unknown,Unknown,,
YELL-4158,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Pyrgus centaureae,Grizzled Skipper,Approved,Present,Unknown,Unknown,,Species of Concern
YELL-4159,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Pyrgus centaureae loki,,In Review,Present,Unknown,Unknown,,
YELL-4160,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Pyrgus communis,Common Checkered Skipper,Approved,Present,Unknown,Unknown,,
YELL-4161,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Pyrgus communis communis,,In Review,Present,Unknown,Unknown,,
YELL-4162,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Pyrqus ruralis,Two-Banded Checkered Skipper,Approved,Present,Unknown,Unknown,,
YELL-4163,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Thorybes pylades,Northern Cloudywing,Approved,Present,Unknown,Unknown,,
YELL-4164,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Thorybes pylades pylades,,In Review,Present,Unknown,Unknown,,
YELL-4165,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Agriades rustica,,In Review,Present,Unknown,Unknown,,
YELL-4166,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys affinis affinis,,In Review,Present,Unknown,Unknown,,
YELL-4167,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys auqustus iroides,,In Review,Present,Unknown,Unknown,,
YELL-4168,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys eryphon eryphon,Western Pine Elfin,Approved,Present,Unknown,Unknown,,
YELL-4169,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys mitoura,,In Review,Present,Unknown,Unknown,,
YELL-4170,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys sheridanii neoperplexa,,In Review,Present,Unknown,Unknown,,
YELL-4171,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys siva,,In Review,Present,Unknown,Unknown,,
YELL-4172,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys spinetorum,Thicket Hairstreak,Approved,Present,Unknown,Unknown,,
YELL-4173,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Celastrina argiolus,Spring Azure,Approved,Present,Unknown,Unknown,,
YELL-4174,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Celastrina ladon,Spring Azure,Approved,Present,Unknown,Unknown,,
YELL-4175,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Celestrina argiolus pseudargiolus,,In Review,Present,Unknown,Unknown,,
YELL-4176,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Chalceria heteronea klotsi,,In Review,Present,Unknown,Unknown,,
YELL-4177,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Chalceria rubidus duokacris,,In Review,Present,Unknown,Unknown,,
YELL-4178,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Euphilotes enoptes,Dotted Blue,Approved,Present,Unknown,Unknown,,
YELL-4179,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Euphilotes enoptes ancella,,In Review,Present,Unknown,Unknown,,
YELL-4180,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Gaeides editha montana,,In Review,Present,Unknown,Unknown,,
YELL-4181,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Gaeides xanthoides diore,,In Review,Present,Unknown,Unknown,,
YELL-4182,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Glaucopsyche lygdamus,Silvery Blue,Approved,Present,Unknown,Unknown,,
YELL-4183,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Glaucopsyche lygdamus oro,,In Review,Present,Unknown,Unknown,,
YELL-4184,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Glaucopsyche piasus,Arrowhead Blue,Approved,Present,Unknown,Unknown,,
YELL-4185,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Glaucopsyche piasus daunia,,In Review,Present,Unknown,Unknown,,
YELL-4186,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Harkenclenus titus immaculous,,In Review,Present,Unknown,Unknown,,
YELL-4187,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaeides argyrognomon,Northern Blue,Approved,Present,Unknown,Unknown,,
YELL-4188,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena argyrognomun longinus,,In Review,Present,Unknown,Unknown,,
YELL-4189,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena cupreus,Lustrous Copper,Approved,Present,Unknown,Unknown,,
YELL-4190,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena dorcus florus,,In Review,Present,Unknown,Unknown,,
YELL-4191,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena helloides,Purplish Copper,Approved,Present,Unknown,Unknown,,
YELL-4192,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena mariposa penroseae,Mariposa Copper,Approved,Present,Unknown,Unknown,,
